customer_id,age,gender,location,monthly_income,monthly_emi_outflow,total_credit_limit,current_outstanding,credit_utilization_ratio,num_open_loans,repayment_history_score,dpd_last_3_months,num_hard_inquiries_last_6m,recent_credit_card_usage,recent_loan_disbursed_amount,months_since_last_default,target_credit_score_movement
10191,29,Male,Urban,4669.22,430.62,12356.89,2496.09,0.202,2,98,0,1,-27.83,0.0,,stable
10192,36,Female,Metro,4059.44,885.09,19183.79,7807.8,0.407,5,100,0,0,-96.72,0.0,,increase
10193,52,Male,Rural,15929.31,1501.31,55583.54,10338.54,0.186,2,96,0,2,-102.46,0.0,,increase
10194,39,Male,Metro,26458.9,3917.88,128369.82,49422.38,0.385,1,96,0,2,-489.79,0.0,,stable
10195,35,Female,Urban,4910.99,338.27,21650.67,3334.2,0.154,3,100,0,0,-41.3,0.0,,increase
10196,46,Male,Urban,2687.68,89.33,11837.4,911.48,0.077,1,100,0,0,-11.29,0.0,,increase
10197,43,Female,Metro,4003.08,465.63,14447.08,2528.24,0.175,3,100,0,0,-31.32,0.0,,increase
10198,52,Male,Metro,7399.55,1428.37,37330.07,9705.82,0.26,6,98,0,1,-108.21,0.0,,stable
10199,55,Female,Metro,2699.72,193.68,15403.25,2141.05,0.139,1,98,0,1,-23.87,10495.61,,stable
10200,43,Male,Rural,7334.44,1169.58,35243.8,16776.05,0.476,0,100,0,0,-207.82,0.0,,increase
10201,43,Male,Rural,4445.32,196.24,16139.26,3841.14,0.238,1,96,0,2,-38.07,0.0,,stable
10202,42,Male,Metro,9239.7,629.46,41705.93,12553.48,0.301,1,98,0,1,-139.96,0.0,,stable
10203,45,Female,Metro,9489.23,326.7,25819.14,2246.27,0.087,1,100,0,0,-27.83,0.0,,increase
10204,40,Female,Urban,15758.04,1114.59,50221.63,15618.93,0.311,1,100,0,0,-193.48,0.0,,increase
10205,39,Male,Urban,9358.41,909.63,28832.36,7323.42,0.254,4,100,0,0,-90.72,0.0,,increase
10206,54,Female,Metro,8838.81,1136.48,33438.12,7557.02,0.226,3,98,0,1,-84.25,10512.42,44.0,decrease
10207,58,Male,Metro,8572.44,815.59,40276.86,13412.19,0.333,0,94,0,3,-116.3,32790.68,,decrease
10208,21,Female,Rural,1276.92,278.01,6992.47,3657.06,0.523,2,96,0,2,-36.24,4200.34,,decrease
10209,40,Male,Rural,5783.46,440.29,21649.87,7620.75,0.352,0,92,0,4,-56.64,0.0,,increase
10210,31,Male,Metro,11051.65,1212.75,48202.15,17545.58,0.364,2,94,0,3,-152.15,0.0,,decrease
10211,36,Male,Metro,6614.25,1005.15,39239.86,6121.42,0.156,4,96,0,2,-60.66,0.0,,stable
10212,44,Female,Metro,23091.34,1711.8,65326.05,6989.89,0.107,2,98,0,1,-77.93,0.0,,increase
10213,48,Female,Urban,2121.2,121.74,6801.23,1700.31,0.25,2,98,0,1,-18.96,7990.96,,stable
10214,38,Male,Metro,4289.54,908.82,24344.16,10054.14,0.413,3,98,0,1,-112.09,0.0,,stable
10215,18,Male,Metro,4615.51,272.13,21679.49,5918.5,0.273,1,94,0,3,-51.32,0.0,,stable
10216,28,Female,Urban,6039.04,197.51,15776.66,5900.47,0.374,0,85,1,0,-18.27,0.0,35.0,decrease
10217,50,Female,Metro,4579.29,849.37,19757.06,7883.07,0.399,3,98,0,1,-87.89,0.0,,increase
10218,18,Female,Metro,3021.33,313.97,17780.22,2684.81,0.151,2,100,0,0,-33.26,0.0,,increase
10219,54,Female,Urban,4677.25,511.17,27257.88,2344.18,0.086,5,100,0,0,-29.04,0.0,,increase
10220,46,Female,Urban,12208.28,1358.79,43781.87,11689.76,0.267,2,83,1,1,-21.72,19607.19,,decrease
10221,55,Male,Rural,8646.64,2792.28,50441.45,28600.3,0.567,6,100,0,0,-354.3,0.0,,stable
10222,37,Female,Metro,4426.64,521.03,18280.24,6288.4,0.344,1,98,0,1,-70.11,0.0,,stable
10223,18,Male,Metro,5544.12,275.83,32405.19,3434.95,0.106,2,94,0,3,-29.79,0.0,,decrease
10224,45,Female,Metro,4177.59,678.98,24192.35,9362.44,0.387,4,98,0,1,-104.38,0.0,,stable
10225,55,Female,Rural,2109.01,176.68,9360.48,1703.61,0.182,4,92,0,4,-12.66,0.0,,decrease
10226,51,Female,Metro,9708.14,1552.95,43981.6,16449.12,0.374,2,98,0,1,-183.39,10813.21,,increase
10227,32,Female,Metro,2936.74,405.23,17390.9,4225.99,0.243,1,96,0,2,-41.88,0.0,,increase
10228,41,Male,Metro,11451.04,569.09,53770.08,7850.43,0.146,1,96,0,2,-77.8,0.0,,increase
10229,33,Female,Rural,18215.82,1801.94,82041.16,23791.94,0.29,2,98,0,1,-265.26,0.0,,increase
10230,30,Female,Rural,6634.06,398.37,18322.27,1539.07,0.084,2,98,0,1,-17.16,18718.27,,stable
10231,51,Male,Urban,9278.44,1409.53,43199.41,14687.8,0.34,2,92,0,4,-109.17,0.0,,stable
10232,25,Male,Metro,10914.34,1674.48,61574.96,10714.04,0.174,4,98,0,1,-119.45,0.0,,stable
10233,29,Female,Rural,3622.53,594.48,18946.94,7465.09,0.394,1,100,0,0,-92.48,0.0,,stable
10234,26,Male,Urban,7773.69,514.4,21095.37,7699.81,0.365,1,94,0,3,-66.77,0.0,,stable
10235,22,Male,Urban,7466.42,385.92,26711.24,9295.51,0.348,0,96,0,2,-92.12,29485.0,,stable
10236,41,Male,Rural,3290.75,523.52,16603.88,1643.78,0.099,5,100,0,0,-20.36,0.0,,increase
10237,53,Female,Metro,1236.96,155.8,6755.8,3648.13,0.54,1,100,0,0,-45.19,0.0,,increase
10238,37,Female,Rural,2449.04,308.45,10619.58,4173.49,0.393,5,94,0,3,-36.19,0.0,,decrease
10239,21,Male,Rural,2637.37,536.42,11857.3,5620.36,0.474,4,96,0,2,-55.7,0.0,,decrease
10240,50,Female,Urban,8520.38,2208.6,47895.46,24091.42,0.503,4,94,0,3,-208.91,0.0,,stable
10241,60,Male,Urban,2130.86,143.72,5562.12,1212.54,0.218,2,98,0,1,-13.52,0.0,,increase
10242,32,Male,Urban,22229.03,3362.82,67472.62,25707.07,0.381,5,100,0,0,-318.45,0.0,,increase
10243,34,Female,Urban,18769.29,2182.62,86513.51,19379.03,0.224,3,96,0,2,-192.05,0.0,,stable
10244,46,Male,Urban,12532.0,1415.93,33227.77,12626.55,0.38,2,96,0,2,-125.13,0.0,,stable
10245,59,Male,Metro,5038.09,428.62,26781.02,4767.02,0.178,1,100,0,0,-59.05,0.0,,stable
10246,33,Female,Metro,1680.5,186.04,9864.14,3334.08,0.338,2,98,0,1,-37.17,0.0,,increase
10247,24,Male,Urban,10743.36,1403.93,27153.98,7630.27,0.281,4,79,1,3,4.73,0.0,,decrease
10248,47,Female,Rural,3021.4,304.88,15161.44,6610.39,0.436,2,98,0,1,-73.7,0.0,,stable
10249,49,Female,Metro,12495.41,3309.36,66318.13,43769.97,0.66,1,96,0,2,-433.77,29795.61,,decrease
10250,40,Male,Metro,10967.55,1020.18,31201.88,13292.0,0.426,4,100,0,0,-164.66,0.0,,increase
10251,33,Male,Rural,3747.94,288.11,13076.6,2549.94,0.195,3,100,0,0,-31.59,0.0,,stable
10252,51,Male,Metro,3064.76,716.08,10563.25,7510.47,0.711,5,86,0,2,-27.91,4273.02,,decrease
10253,46,Male,Rural,5814.02,909.04,27667.87,8411.03,0.304,3,94,0,3,-72.94,0.0,,decrease
10254,30,Male,Urban,1999.65,358.02,10956.29,6201.26,0.566,2,81,1,2,-3.84,0.0,,decrease
10255,40,Female,Rural,6209.19,596.31,31281.62,5849.66,0.187,2,96,0,2,-57.97,19043.29,,decrease
10256,23,Female,Rural,7087.64,1630.84,35359.82,16972.71,0.48,4,85,1,0,-52.56,0.0,,decrease
10257,48,Male,Rural,3214.19,572.6,16328.56,6906.98,0.423,1,83,1,1,-12.83,8011.12,,decrease
10258,36,Female,Metro,2514.03,388.47,8980.94,2658.36,0.296,3,98,0,1,-29.64,0.0,,increase
10259,34,Male,Urban,18756.62,1564.55,106729.81,28817.05,0.27,1,92,0,4,-214.19,74482.13,,decrease
10260,39,Female,Metro,4951.63,831.13,24360.23,11303.15,0.464,3,92,0,4,-84.01,0.0,,decrease
10261,40,Male,Rural,4411.19,872.4,25126.75,7311.88,0.291,5,98,0,1,-81.52,0.0,,stable
10262,50,Male,Urban,12881.07,2905.13,68821.98,26565.28,0.386,3,98,0,1,-296.18,0.0,,increase
10263,47,Female,Metro,4836.86,603.63,21507.18,5419.81,0.252,4,96,0,2,-53.71,0.0,,stable
10264,38,Male,Metro,4225.04,392.33,24356.47,5139.22,0.211,1,98,0,1,-57.3,0.0,,stable
10265,49,Female,Metro,29405.18,6119.14,153075.94,114194.65,0.746,2,90,0,0,-707.31,0.0,,decrease
10266,44,Male,Urban,3592.67,356.13,12952.33,3173.32,0.245,4,83,1,1,-5.9,0.0,,decrease
10267,34,Male,Urban,14062.74,1188.2,47748.45,6064.05,0.127,3,98,0,1,-67.61,0.0,,increase
10268,38,Female,Metro,8013.98,948.33,29103.17,4249.06,0.146,5,100,0,0,-52.64,0.0,,stable
10269,38,Female,Urban,6580.36,961.1,29411.54,6970.53,0.237,4,98,0,1,-77.71,0.0,,increase
10270,46,Male,Metro,5050.61,669.84,14965.12,9862.01,0.659,5,96,0,2,-97.74,0.0,,stable
10271,35,Male,Metro,6261.26,856.49,30763.87,10090.55,0.328,2,81,1,2,-6.25,0.0,,decrease
10272,35,Female,Metro,25155.53,3145.31,86978.32,39662.11,0.456,3,100,0,0,-491.33,0.0,,stable
10273,63,Female,Rural,9280.19,1377.43,43893.15,14748.1,0.336,2,100,0,0,-182.7,0.0,,stable
10274,51,Female,Metro,2773.68,159.62,16575.61,5088.71,0.307,0,100,0,0,-63.04,0.0,,increase
10275,30,Female,Urban,2997.47,385.74,8963.41,3325.43,0.371,5,98,0,1,-37.08,4524.29,,stable
10276,46,Female,Urban,7844.58,871.76,27008.13,11046.33,0.409,2,96,0,2,-109.47,0.0,,increase
10277,41,Male,Urban,9382.94,929.11,51801.53,10153.1,0.196,2,85,1,0,-31.44,0.0,39.0,decrease
10278,44,Female,Metro,12314.44,2311.31,69995.92,49907.09,0.713,2,69,1,3,340.03,0.0,,decrease
10279,41,Female,Metro,6823.17,1016.25,31878.87,14281.73,0.448,0,79,1,3,8.85,0.0,,decrease
10280,54,Female,Metro,3972.95,396.79,18023.7,6128.06,0.34,2,86,0,7,-22.77,0.0,,decrease
10281,44,Male,Metro,4084.04,700.7,23196.78,14985.12,0.646,1,96,0,2,-148.51,11156.06,,decrease
10282,39,Female,Urban,1198.83,289.62,5973.16,2992.55,0.501,5,98,0,1,-33.36,0.0,,increase
10283,52,Female,Metro,22591.35,948.82,75742.71,29085.2,0.384,0,85,1,0,-90.08,0.0,,decrease
10284,42,Female,Urban,952.44,80.4,2911.95,1121.1,0.385,2,98,0,1,-12.5,0.0,,increase
10285,41,Male,Metro,6080.4,1924.79,30574.7,17335.85,0.567,5,100,0,0,-214.75,0.0,,increase
10286,43,Female,Urban,1736.19,167.41,8009.5,2338.77,0.292,2,98,0,1,-26.08,0.0,,stable
10287,38,Female,Rural,3387.66,576.98,19542.42,3967.11,0.203,3,98,0,1,-44.23,0.0,,stable
10288,40,Female,Metro,10777.05,351.0,26154.0,11193.91,0.428,0,83,1,1,-20.8,12824.84,,decrease
10289,32,Female,Metro,1452.8,266.28,8448.44,2238.84,0.265,4,100,0,0,-27.73,0.0,,decrease
10290,30,Female,Metro,9215.64,1452.67,43021.34,25339.57,0.589,2,100,0,0,-313.9,0.0,,increase
10291,28,Male,Metro,13251.66,1511.42,57450.13,14879.58,0.259,1,96,0,2,-147.46,0.0,,increase
10292,23,Male,Metro,5376.34,414.99,21439.16,4909.57,0.229,3,96,0,2,-48.66,0.0,,stable
10293,29,Male,Metro,48990.98,10302.52,161717.47,60805.77,0.376,5,96,0,2,-602.6,0.0,,stable
10294,37,Female,Rural,1059.45,174.36,4924.15,2028.75,0.412,3,96,0,2,-20.11,0.0,,stable
10295,41,Male,Urban,1808.89,162.58,5062.23,1994.52,0.394,2,81,1,2,-1.24,6158.1,,decrease
10296,36,Female,Rural,4124.86,432.05,11008.45,1794.38,0.163,4,96,0,2,-17.78,0.0,39.0,decrease
10297,18,Female,Urban,4922.2,1311.01,23096.64,9469.62,0.41,6,94,0,3,-82.12,19680.63,,decrease
10298,58,Female,Rural,5525.48,642.13,18233.25,3482.55,0.191,5,96,0,2,-34.51,0.0,,stable
10299,53,Female,Rural,9767.28,685.68,26622.89,8226.47,0.309,1,100,0,0,-101.91,0.0,,increase
10300,45,Female,Rural,2117.18,282.97,7359.47,4113.94,0.559,1,70,2,0,25.48,0.0,,decrease
10301,62,Female,Metro,2782.55,407.65,14961.84,5296.49,0.354,1,96,0,2,-52.49,0.0,,decrease
10302,28,Male,Urban,3689.95,389.86,17007.53,3163.4,0.186,2,98,0,1,-35.27,0.0,69.0,increase
10303,62,Male,Urban,12347.06,3350.15,50255.45,28846.63,0.574,6,98,0,1,-321.61,37745.23,,stable
10304,28,Male,Urban,10573.91,1273.93,55128.49,22051.4,0.4,4,92,0,4,-163.9,0.0,,stable
10305,42,Male,Urban,5713.98,775.46,33364.37,18450.5,0.553,1,94,0,3,-159.99,9081.07,,decrease
10306,24,Female,Rural,3571.98,540.91,14654.22,5216.9,0.356,2,98,0,1,-58.16,0.0,,stable
10307,40,Male,Rural,4582.7,819.11,21115.34,11444.51,0.542,4,94,0,3,-99.24,0.0,,decrease
10308,44,Female,Rural,6571.12,537.25,24172.63,6985.89,0.289,2,98,0,1,-77.89,0.0,,decrease
10309,38,Male,Rural,5465.87,985.04,22492.66,16599.58,0.738,1,84,0,3,-41.13,18876.78,,decrease
10310,48,Female,Urban,2238.83,382.24,10421.18,5554.49,0.533,7,98,0,1,-61.93,6826.4,,stable
10311,41,Male,Urban,2131.93,305.08,10987.44,2230.45,0.203,3,100,0,0,-27.63,0.0,,stable
10312,33,Male,Urban,5006.23,608.33,20597.43,6961.93,0.338,2,94,0,3,-60.37,0.0,,stable
10313,33,Male,Metro,11959.25,332.89,30046.99,4957.75,0.165,0,100,0,0,-61.42,0.0,,increase
10314,49,Female,Rural,2427.02,283.92,11527.93,2098.08,0.182,3,96,0,2,-20.79,0.0,,stable
10315,32,Male,Rural,6783.4,342.16,32313.3,3586.78,0.111,3,96,0,2,-35.55,0.0,,increase
10316,50,Female,Urban,1715.61,129.26,6974.45,1855.2,0.266,3,79,1,3,1.15,1777.29,,decrease
10317,54,Female,Rural,5360.21,684.66,31650.96,6361.84,0.201,3,100,0,0,-78.81,0.0,,increase
10318,19,Male,Metro,4165.96,296.68,20894.81,3928.22,0.188,3,100,0,0,-48.66,0.0,,increase
10319,53,Male,Urban,1389.34,163.49,4798.15,1962.44,0.409,3,98,0,1,-21.88,2235.6,,stable
10320,64,Female,Rural,3478.96,348.25,14508.45,4192.94,0.289,3,98,0,1,-46.75,0.0,,increase
10321,43,Male,Metro,2973.55,257.71,11998.19,5495.17,0.458,1,96,0,2,-54.46,3735.66,,stable
10322,47,Female,Metro,5932.97,447.72,27828.65,6651.05,0.239,3,83,1,1,-12.36,0.0,,decrease
10323,52,Male,Metro,9611.19,1605.02,44543.65,17550.2,0.394,2,96,0,2,-173.93,33995.58,,decrease
10324,36,Female,Metro,9912.92,911.05,39979.65,8875.48,0.222,2,98,0,1,-98.95,0.0,,stable
10325,42,Female,Metro,1804.19,114.13,10117.42,1123.03,0.111,2,96,0,2,-11.13,0.0,,decrease
10326,24,Female,Metro,10768.37,609.73,28197.77,10799.75,0.383,1,96,0,2,-107.03,0.0,,stable
10327,41,Male,Rural,6809.32,964.0,26792.3,8305.61,0.31,5,96,0,2,-82.31,0.0,,stable
10328,45,Female,Rural,3791.15,782.4,19659.43,15452.31,0.786,2,67,1,4,124.42,0.0,,decrease
10329,46,Female,Urban,2469.32,85.66,6375.14,1861.54,0.292,0,98,0,1,-20.75,0.0,,increase
10330,52,Female,Urban,4508.97,357.77,24318.7,8195.4,0.337,0,85,1,0,-25.38,0.0,,stable
10331,30,Female,Metro,22241.19,1776.89,91732.5,29904.8,0.326,1,98,0,1,-333.41,0.0,,stable
10332,33,Female,Rural,7743.19,573.04,37548.55,3116.53,0.083,3,100,0,0,-38.61,0.0,,increase
10333,62,Female,Urban,11852.38,1362.36,62530.89,5627.78,0.09,3,100,0,0,-69.72,0.0,,stable
10334,38,Female,Urban,3002.7,605.53,12522.08,6686.79,0.534,4,83,1,1,-12.43,9847.34,,decrease
10335,42,Male,Urban,4132.98,230.77,11244.01,2574.88,0.229,1,98,0,1,-28.71,7847.08,,stable
10336,39,Male,Metro,2904.34,273.1,12235.0,5787.16,0.473,1,85,1,0,-17.92,0.0,,decrease
10337,30,Other,Rural,3201.16,148.94,8302.54,3553.49,0.428,1,83,1,1,-6.6,3851.85,,decrease
10338,59,Male,Urban,15525.96,1273.1,65025.08,22498.68,0.346,1,98,0,1,-250.84,23545.83,,decrease
10339,33,Female,Rural,3724.07,283.4,10784.16,4842.09,0.449,0,98,0,1,-53.98,0.0,,stable
10340,26,Female,Metro,4444.68,440.9,11732.33,2944.81,0.251,3,98,0,1,-32.83,16253.98,,decrease
10341,34,Male,Urban,7091.31,829.07,18224.09,5521.9,0.303,5,85,1,0,-17.1,0.0,,stable
10342,18,Male,Metro,4815.92,201.22,14626.62,2662.04,0.182,1,85,1,0,-8.24,0.0,,stable
10343,32,Male,Rural,5442.04,263.19,20424.4,3737.67,0.183,0,96,0,2,-37.04,0.0,71.0,stable
10344,28,Female,Rural,3425.1,783.87,17768.13,9399.34,0.529,5,85,1,0,-29.11,0.0,,decrease
10345,47,Male,Metro,8229.26,1131.56,21514.32,6777.01,0.315,4,92,0,4,-50.37,0.0,,decrease
10346,31,Male,Urban,4598.44,254.41,24264.17,2426.42,0.1,1,96,0,2,-24.05,0.0,,stable
10347,50,Female,Metro,3292.07,404.4,9112.1,2870.31,0.315,3,98,0,1,-32.0,11895.69,,stable
10348,56,Male,Rural,10666.44,1189.77,60355.5,12674.66,0.21,2,96,0,2,-125.61,0.0,,stable
10349,49,Female,Metro,25704.26,968.86,129853.95,12725.69,0.098,1,98,0,1,-141.88,0.0,,stable
10350,37,Female,Metro,10199.92,1480.66,48278.52,8255.63,0.171,4,96,0,2,-81.82,0.0,,stable
10351,41,Male,Metro,2516.42,140.73,5745.15,787.09,0.137,2,85,1,0,-2.44,0.0,,decrease
10352,21,Male,Urban,5114.06,289.44,24638.55,2414.58,0.098,2,98,0,1,-26.92,14035.12,,stable
10353,38,Male,Metro,8546.39,861.61,27250.17,9701.06,0.356,2,85,1,0,-30.04,0.0,,stable
10354,29,Male,Urban,1844.33,266.21,10041.92,4699.62,0.468,0,100,0,0,-58.22,0.0,,increase
10355,48,Male,Urban,4122.43,333.83,17764.63,3588.46,0.202,2,100,0,0,-44.45,0.0,,increase
10356,70,Female,Urban,2244.49,160.74,5407.28,1605.96,0.297,2,81,1,2,-0.99,0.0,,decrease
10357,45,Female,Urban,2918.18,208.96,9489.47,873.03,0.092,5,94,0,3,-7.57,0.0,,stable
10358,18,Female,Metro,9131.27,382.75,48725.35,4823.81,0.099,0,98,0,1,-53.78,35912.42,,stable
10359,35,Male,Rural,4926.37,567.35,12890.8,3673.88,0.285,4,100,0,0,-45.51,0.0,,increase
10360,41,Male,Metro,3345.34,384.44,7368.66,1569.52,0.213,7,68,2,1,11.67,0.0,,decrease
10361,41,Male,Rural,4866.07,1186.14,25675.7,2593.25,0.101,8,96,0,2,-25.7,0.0,,stable
10362,31,Male,Urban,4655.66,487.89,26598.71,9761.73,0.367,2,83,1,1,-18.14,17109.44,,decrease
10363,42,Female,Urban,11131.25,1337.59,55095.01,10412.96,0.189,5,98,0,1,-116.09,20255.69,,stable
10364,25,Male,Metro,1686.07,71.98,3737.2,2070.41,0.554,0,79,1,3,1.28,0.0,,decrease
10365,28,Male,Metro,4286.52,645.11,12961.48,3888.44,0.3,4,100,0,0,-48.17,0.0,,stable
10366,47,Female,Urban,17356.18,1919.82,49519.72,18421.34,0.372,3,98,0,1,-205.38,0.0,,stable
10367,27,Female,Metro,3187.56,390.36,10201.97,3183.01,0.312,3,94,0,3,-27.6,0.0,,stable
10368,46,Female,Urban,2815.04,214.52,9951.58,2040.07,0.205,2,90,0,5,-12.64,0.0,,decrease
10369,23,Male,Urban,4175.15,387.12,15086.36,3092.7,0.205,2,98,0,1,-34.48,16362.2,,stable
10370,61,Male,Metro,17500.23,3185.47,101807.31,47340.4,0.465,1,92,0,4,-351.87,0.0,,stable
10371,30,Male,Metro,9541.28,702.69,29395.95,12405.09,0.422,0,100,0,0,-153.67,0.0,,increase
10372,37,Male,Rural,2424.31,285.46,10766.55,3703.69,0.344,0,83,1,1,-6.88,8737.69,,decrease
10373,43,Female,Urban,5655.56,222.87,23455.9,5605.96,0.239,0,96,0,2,-55.56,0.0,,stable
10374,33,Female,Rural,3987.23,548.69,13786.33,5790.26,0.42,5,98,0,1,-64.56,13604.73,,decrease
10375,41,Female,Metro,9864.46,290.75,55672.57,6847.73,0.123,0,100,0,0,-84.83,0.0,,increase
10376,46,Male,Metro,6991.9,798.54,26508.7,11531.28,0.435,2,100,0,0,-142.85,0.0,,increase
10377,51,Male,Urban,6884.35,614.79,21602.45,6523.94,0.302,2,94,0,3,-56.57,0.0,,stable
10378,49,Female,Rural,4071.92,486.92,23264.21,2582.33,0.111,3,100,0,0,-31.99,0.0,,increase
10379,37,Male,Urban,15142.52,1857.14,41669.19,12792.44,0.307,2,85,1,0,-39.62,0.0,,stable
10380,38,Female,Urban,5822.88,271.67,20383.38,2446.01,0.12,2,96,0,2,-24.24,0.0,,increase
10381,68,Female,Metro,4644.29,451.02,22250.45,4761.6,0.214,1,100,0,0,-58.99,0.0,,increase
10382,51,Other,Rural,10715.12,1374.58,58904.55,12959.0,0.22,3,100,0,0,-160.53,0.0,,stable
10383,28,Female,Urban,9071.67,442.04,39428.66,3903.44,0.099,1,98,0,1,-43.52,0.0,,stable
10384,41,Male,Metro,3808.72,450.29,17706.22,3629.78,0.205,2,98,0,1,-40.47,0.0,,increase
10385,35,Female,Urban,380.51,15.01,1950.72,290.66,0.149,1,96,0,2,-2.88,0.0,,decrease
10386,38,Male,Metro,10510.52,1117.4,34221.54,5133.23,0.15,3,98,0,1,-57.23,0.0,,increase
10387,25,Male,Urban,4422.27,502.68,20590.42,7391.96,0.359,4,100,0,0,-91.57,0.0,,increase
10388,35,Male,Urban,6181.0,441.68,27629.49,6244.26,0.226,3,83,1,1,-11.6,20132.23,,stable
10389,61,Male,Metro,16471.59,1927.62,89189.14,20602.69,0.231,4,85,1,0,-63.81,0.0,,stable
10390,46,Male,Metro,3695.1,349.29,17578.14,3498.05,0.199,1,98,0,1,-39.0,14188.05,,stable
10391,18,Male,Urban,2730.38,656.35,13410.2,7536.53,0.562,2,85,1,0,-23.34,0.0,,stable
10392,54,Female,Urban,2258.0,674.62,9261.25,8103.59,0.875,6,82,0,4,-10.04,0.0,,decrease
10393,53,Female,Urban,28054.4,2207.15,152046.91,27216.4,0.179,2,100,0,0,-337.15,0.0,,increase
10394,35,Female,Urban,13817.63,2405.49,50853.7,33054.9,0.65,3,100,0,0,-409.48,0.0,,decrease
10395,48,Male,Metro,11521.54,1553.98,56327.95,14983.23,0.266,3,98,0,1,-167.05,0.0,40.0,stable
10396,29,Male,Urban,1557.22,150.91,6410.82,2410.47,0.376,0,100,0,0,-29.86,0.0,,increase
10397,34,Male,Rural,1882.49,75.29,7378.61,1372.42,0.186,1,96,0,2,-13.6,2373.8,,stable
10398,57,Female,Rural,8339.95,1049.59,34045.0,8681.48,0.255,5,98,0,1,-96.79,10737.27,,decrease
10399,36,Female,Metro,9537.09,947.48,27145.67,6433.52,0.237,4,96,0,2,-63.76,0.0,,stable
10400,18,Male,Urban,4960.47,837.58,17122.28,7037.26,0.411,5,92,0,4,-52.31,8384.5,,decrease
10401,39,Female,Metro,2794.44,444.57,9503.68,6719.1,0.707,3,90,0,0,-41.62,0.0,,stable
10402,39,Female,Metro,15070.62,1745.83,79771.18,30073.73,0.377,2,90,0,5,-186.27,0.0,,stable
10403,54,Male,Rural,17878.11,2059.86,104587.52,11818.39,0.113,4,98,0,1,-131.76,0.0,,increase
10404,40,Male,Metro,9787.58,1951.94,39313.29,18634.5,0.474,5,85,1,0,-57.71,0.0,8.0,decrease
10405,34,Female,Rural,3004.3,318.7,13654.73,4232.97,0.31,3,100,0,0,-52.44,0.0,,increase
10406,52,Female,Metro,20926.49,1400.95,53779.13,10970.94,0.204,2,100,0,0,-135.91,0.0,,increase
10407,41,Male,Rural,5738.72,747.09,28800.68,5184.12,0.18,4,81,1,2,-3.21,0.0,,decrease
10408,30,Male,Metro,22533.53,964.42,58535.76,6731.61,0.115,1,85,1,0,-20.85,0.0,,stable
10409,53,Female,Urban,4670.0,959.74,20782.7,12074.75,0.581,5,98,0,1,-134.62,0.0,,increase
10410,42,Male,Metro,30494.36,4433.31,132887.9,48902.75,0.368,2,96,0,2,-484.64,0.0,,stable
10411,40,Female,Metro,5260.07,663.38,22103.77,6874.27,0.311,3,83,1,1,-12.77,0.0,,decrease
10412,42,Male,Rural,3209.98,399.15,18981.06,8731.29,0.46,1,96,0,2,-86.53,0.0,,stable
10413,27,Male,Rural,9112.95,419.77,45182.82,3162.8,0.07,1,98,0,1,-35.26,0.0,43.0,stable
10414,33,Male,Rural,4845.37,566.24,25326.33,9269.44,0.366,2,98,0,1,-103.35,0.0,,increase
10415,40,Female,Metro,9443.31,1098.15,36029.6,15096.4,0.419,2,100,0,0,-187.01,0.0,,increase
10416,37,Female,Rural,2500.02,628.17,12729.55,6262.94,0.492,3,85,1,0,-19.4,0.0,,decrease
10417,55,Female,Rural,2531.44,216.42,8586.28,3279.96,0.382,1,98,0,1,-36.57,0.0,,increase
10418,42,Male,Metro,5512.93,606.64,18444.24,8834.79,0.479,1,100,0,0,-109.44,0.0,,increase
10419,50,Female,Urban,7710.78,622.04,33471.63,13991.14,0.418,1,81,1,2,-8.67,0.0,,decrease
10420,40,Female,Urban,3480.72,486.24,16837.76,5101.84,0.303,4,100,0,0,-63.2,0.0,,increase
10421,52,Male,Urban,12682.09,1026.34,39832.4,5297.71,0.133,2,98,0,1,-59.06,0.0,,increase
10422,44,Other,Rural,4730.97,874.89,25960.34,9267.84,0.357,4,94,0,3,-80.37,0.0,,stable
10423,40,Female,Urban,19823.6,1563.32,102209.17,12367.31,0.121,3,100,0,0,-153.2,0.0,,increase
10424,39,Female,Metro,3447.34,330.23,14818.35,2430.21,0.164,4,98,0,1,-27.09,0.0,,stable
10425,28,Female,Metro,9149.77,1118.06,45135.68,10606.88,0.235,4,98,0,1,-118.26,11782.21,,stable
10426,46,Female,Urban,8274.88,1003.91,45503.12,13969.46,0.307,0,100,0,0,-173.05,0.0,,increase
10427,39,Female,Metro,8704.87,1344.65,44922.64,9523.6,0.212,4,96,0,2,-94.38,0.0,,decrease
10428,33,Male,Metro,6957.6,1412.46,22963.7,15477.53,0.674,2,96,0,2,-153.39,0.0,,increase
10429,53,Female,Urban,10856.69,882.8,51785.91,8026.82,0.155,2,100,0,0,-99.43,0.0,,increase
10430,24,Male,Urban,2526.22,137.87,8925.25,1133.51,0.127,2,100,0,0,-14.04,0.0,70.0,increase
10431,34,Female,Metro,8776.64,1134.21,27371.83,7855.72,0.287,5,98,0,1,-87.58,0.0,,stable
10432,52,Female,Rural,2556.78,61.11,6961.28,1865.62,0.268,0,98,0,1,-20.8,6892.51,,stable
10433,43,Female,Rural,3400.16,520.26,9513.43,5793.68,0.609,3,94,0,3,-50.24,11321.19,,decrease
